labelling_period	chamber	cycle	day_night	CH4_slope	CH4_intercept	delta_sec	Temp_kelvin	R_squared	combined_name	n_total	n_CH4	CH4_mass_grams	flux	Water	V_chamber_m3	A_chamber_m2	n_total_in_chamber	n_ch4_in_chamber	ch4_micrograms_per_second_in_chamber	ch4_micrograms_per_second_per_m2	ch4_micrograms_per_day_per_m2	ch4_micrograms_per_second_per_m2
L4	P08	0	Day	-2.74E-06	2.018926533	26999	308	0.062261959	L4_P08_0	5.12	5.12E-06	8.21E-05	5.10E-11	F	0.12939626	0.12939626	5.119805172	-1.40E-11	-2.24E-04	-0.0017	-149.6095	-0.001731591
L2	P08	3	Night	4.00E-07	1.959009584	33600	279	0.060264809	L2_P08_3	2.17	2.17E-06	3.48E-05	1.74E-11	F	0.168215138	0.12939626	7.347562691	2.94E-12	4.70E-05	0.0004	31.4069	0.000363505
L4	P08	14	Day	-2.35E-06	2.11094698	31503	303	0.059401265	L4_P08_14	5.21	5.21E-06	8.36E-05	4.45E-11	F	0.12939626	0.12939626	5.204290406	-1.22E-11	-1.96E-04	-0.0015	-130.8539	-0.001514513
L3	P08	12	Night	-3.80E-07	2.003948326	38398	283	0.056275512	L3_P08_12	2.14	2.14E-06	3.43E-05	1.50E-11	F	0.168215138	0.12939626	7.243710215	-2.75E-12	-4.40E-05	-0.0003	-29.3928	-0.000340195
L3	P08	18	Night	2.63E-07	1.967805605	38398	280	0.054572971	L3_P08_18	2.16	2.16E-06	3.46E-05	1.51E-11	F	0.168215138	0.12939626	7.321321396	1.92E-12	3.08E-05	0.0002	20.5473	0.000237816
L1	P08	7	Night	1.53E-07	1.946594033	38404	271	0.051900966	L1_P08_7	2.24	2.24E-06	3.59E-05	1.57E-11	F	0.168215138	0.12939626	7.564464911	1.16E-12	1.86E-05	0.0001	12.3881	0.00014338
L1	P08	12	Day	7.37E-07	1.985297011	24006	298	0.018678868	L1_P08_12	2.03	2.03E-06	3.26E-05	2.27E-11	F	0.168215138	0.12939626	6.879093929	5.07E-12	8.11E-05	0.0006	54.1699	0.000626967
L3	P08	19	Day	-1.40E-07	1.9553389	23998	288	0.011345099	L3_P08_19	2.1	2.10E-06	3.37E-05	2.35E-11	F	0.168215138	0.12939626	7.117951357	-9.98E-13	-1.60E-05	-0.0001	-10.6605	-0.000123385
L4	P08	13	Night	4.75E-08	1.905958267	40502	278	0.010295612	L4_P08_13	5.68	5.68E-06	9.11E-05	3.77E-11	F	0.12939626	0.12939626	5.672302133	2.70E-13	4.31E-06	0.0000	2.8808	3.33429E-05
L4	P08	10	Day	4.07E-07	1.957470175	31504	301	0.009903531	L4_P08_10	5.24	5.24E-06	8.40E-05	4.47E-11	F	0.12939626	0.12939626	5.238870409	2.13E-12	3.41E-05	0.0003	22.7893	0.000263765
L3	P08	17	Day	8.50E-08	1.955141359	33601	292	0.008962633	L3_P08_17	2.08	2.08E-06	3.34E-05	1.66E-11	F	0.168215138	0.12939626	7.020445174	5.97E-13	9.55E-06	0.0001	6.3777	7.38157E-05
L1	P08	11	Night	8.29E-08	1.938161448	28806	271	0.008541601	L1_P08_11	2.24	2.24E-06	3.59E-05	2.09E-11	F	0.168215138	0.12939626	7.564464911	6.27E-13	1.00E-05	0.0001	6.6962	7.75023E-05
L3	P08	21	Day	-7.02E-08	1.972938597	33595	301	0.007569364	L3_P08_21	2.01	2.01E-06	3.22E-05	1.61E-11	F	0.168215138	0.12939626	6.810531531	-4.78E-13	-7.65E-06	-0.0001	-5.1053	-5.90889E-05
L3	P08	11	Day	-1.44E-07	1.997905616	28805	299	0.00658105	L3_P08_11	2.03	2.03E-06	3.26E-05	1.89E-11	F	0.168215138	0.12939626	6.856086926	-9.87E-13	-1.58E-05	-0.0001	-10.5453	-0.000122052
L4	P08	7	Night	-1.82E-07	1.88311318	32396	275	0.003960684	L4_P08_7	5.74	5.74E-06	9.21E-05	4.76E-11	F	0.12939626	0.12939626	5.734181793	-1.05E-12	-1.67E-05	-0.0001	-11.1680	-0.00012926
L1	P08	13	Night	-2.31E-08	1.972093858	38401	272	0.003308251	L1_P08_13	2.23	2.23E-06	3.58E-05	1.56E-11	F	0.168215138	0.12939626	7.536654378	-1.74E-13	-2.79E-06	0.0000	-1.8626	-2.15577E-05
L3	P08	5	Day	-2.97E-08	1.979455214	33599	303	0.002517775	L3_P08_5	2	2.00E-06	3.21E-05	1.60E-11	F	0.168215138	0.12939626	6.765577528	-2.01E-13	-3.21E-06	0.0000	-2.1457	-2.48344E-05
L4	P08	5	Night	3.54E-08	1.818040612	40500	281	0.000466651	L4_P08_5	5.61	5.61E-06	9.00E-05	3.72E-11	F	0.12939626	0.12939626	5.611743747	1.99E-13	3.18E-06	0.0000	2.1226	2.45675E-05
L4	P08	12	Day	1.26E-08	1.943858004	27003	304	2.46E-05	L4_P08_12	5.19	5.19E-06	8.32E-05	5.17E-11	F	0.12939626	0.12939626	5.18717103	6.52E-14	1.04E-06	0.0000	0.6967	8.06315E-06
L3	P09	7	Day	1.65E-06	1.983063602	9597	286	1	L3_P09_7	2.12	2.12E-06	3.40E-05	5.94E-11	H	0.168215138	0.12939626	7.167727241	1.18E-11	1.89E-04	0.0015	126.4887	0.00146399
L3	P09	0	Night	2.82E-06	2.047950807	38396	283	0.940768217	L3_P09_0	2.14	2.14E-06	3.43E-05	1.50E-11	H	0.168215138	0.12939626	7.243710215	2.04E-11	3.26E-04	0.0025	217.9998	0.002523146
L2	P09	6	Day	-2.24E-06	1.984117209	33606	309	0.930981834	L2_P09_6	1.96	1.96E-06	3.14E-05	1.57E-11	H	0.168215138	0.12939626	6.63420709	-1.48E-11	-2.38E-04	-0.0018	-158.6388	-0.001836097
L3	P09	24	Night	1.50E-06	1.964484818	38399	278	0.922262937	L3_P09_24	2.18	2.18E-06	3.50E-05	1.53E-11	H	0.168215138	0.12939626	7.373992773	1.10E-11	1.77E-04	0.0014	117.9073	0.001364668
L3	P09	20	Night	1.09E-06	1.951561088	38401	280	0.877751676	L3_P09_20	2.16	2.16E-06	3.46E-05	1.51E-11	H	0.168215138	0.12939626	7.321321396	7.98E-12	1.28E-04	0.0010	85.2419	0.000986596
L3	P09	10	Night	1.70E-06	1.955817558	38399	275	0.854620476	L3_P09_10	2.2	2.20E-06	3.53E-05	1.54E-11	H	0.168215138	0.12939626	7.454436331	1.27E-11	2.02E-04	0.0016	135.1480	0.001564213
L1	P09	9	Night	-1.29E-06	1.997534314	38396	272	0.844261589	L1_P09_9	2.23	2.23E-06	3.58E-05	1.56E-11	H	0.168215138	0.12939626	7.536654378	-9.71E-12	-1.55E-04	-0.0012	-103.6836	-0.001200042
L3	P09	6	Night	7.77E-07	1.970674794	38398	278	0.840543429	L3_P09_6	2.18	2.18E-06	3.50E-05	1.53E-11	H	0.168215138	0.12939626	7.373992773	5.73E-12	9.17E-05	0.0007	61.2001	0.000708334
L3	P09	1	Day	-5.27E-06	2.083068518	23999	299	0.835795938	L3_P09_1	2.03	2.03E-06	3.26E-05	2.27E-11	H	0.168215138	0.12939626	6.856086926	-3.61E-11	-5.78E-04	-0.0045	-386.2039	-0.004469952
L1	P09	1	Night	-1.18E-06	1.944677852	38404	275	0.826942862	L1_P09_1	2.2	2.20E-06	3.53E-05	1.54E-11	H	0.168215138	0.12939626	7.454436331	-8.79E-12	-1.41E-04	-0.0011	-93.9189	-0.001087024
L2	P09	7	Night	1.09E-06	1.956302411	33607	282	0.744870279	L2_P09_7	2.15	2.15E-06	3.45E-05	1.72E-11	H	0.168215138	0.12939626	7.269397131	7.94E-12	1.27E-04	0.0010	84.7784	0.000981232
L3	P09	14	Night	8.54E-07	1.972797467	38402	281	0.735590299	L3_P09_14	2.16	2.16E-06	3.46E-05	1.51E-11	H	0.168215138	0.12939626	7.295266872	6.23E-12	9.97E-05	0.0008	66.5756	0.000770551
L1	P09	0	Day	2.58E-05	1.872849662	23198	285	0.722349045	L1_P09_0	2.13	2.13E-06	3.42E-05	2.47E-11	H	0.168215138	0.12939626	7.192877161	1.85E-10	2.97E-03	0.0229	1980.9807	0.022928018
L3	P09	2	Night	-9.20E-07	1.975646053	38402	284	0.707409484	L3_P09_2	2.13	2.13E-06	3.42E-05	1.49E-11	H	0.168215138	0.12939626	7.218204193	-6.64E-12	-1.06E-04	-0.0008	-70.9742	-0.000821461
L1	P09	7	Night	-7.61E-07	1.936502569	38401	271	0.694284136	L1_P09_7	2.24	2.24E-06	3.59E-05	1.57E-11	H	0.168215138	0.12939626	7.564464911	-5.76E-12	-9.21E-05	-0.0007	-61.5062	-0.000711878
L2	P09	8	Day	-1.51E-06	1.99592495	33596	304	0.68233317	L2_P09_8	1.99	1.99E-06	3.19E-05	1.59E-11	H	0.168215138	0.12939626	6.743322339	-1.02E-11	-1.63E-04	-0.0013	-108.7346	-0.001258502
L3	P09	9	Day	-1.32E-06	1.995253243	33605	295	0.662271425	L3_P09_9	2.05	2.05E-06	3.29E-05	1.64E-11	H	0.168215138	0.12939626	6.949050817	-9.14E-12	-1.46E-04	-0.0011	-97.6624	-0.001130352
L1	P09	5	Night	-6.04E-07	1.920433203	38403	271	0.651458678	L1_P09_5	2.24	2.24E-06	3.59E-05	1.57E-11	H	0.168215138	0.12939626	7.564464911	-4.57E-12	-7.30E-05	-0.0006	-48.7764	-0.000564542
L3	P09	8	Night	-9.63E-07	2.008045845	38393	284	0.650717653	L3_P09_8	2.13	2.13E-06	3.42E-05	1.49E-11	H	0.168215138	0.12939626	7.218204193	-6.95E-12	-1.11E-04	-0.0009	-74.2891	-0.000859828
L3	P09	22	Night	8.76E-07	1.95176205	38401	277	0.59328933	L3_P09_22	2.19	2.19E-06	3.51E-05	1.53E-11	H	0.168215138	0.12939626	7.400613686	6.49E-12	1.04E-04	0.0008	69.2986	0.000802067
L1	P09	3	Night	-5.14E-07	1.924523245	33599	271	0.559105542	L1_P09_3	2.24	2.24E-06	3.59E-05	1.79E-11	H	0.168215138	0.12939626	7.564464911	-3.89E-12	-6.22E-05	-0.0005	-41.5432	-0.000480824
L3	P09	23	Day	-1.23E-06	1.994850702	33599	305	0.54453805	L3_P09_23	1.99	1.99E-06	3.19E-05	1.59E-11	H	0.168215138	0.12939626	6.721213085	-8.25E-12	-1.32E-04	-0.0010	-88.0948	-0.001019615
L3	P09	4	Night	1.15E-06	1.966179914	38394	277	0.52361954	L3_P09_4	2.19	2.19E-06	3.51E-05	1.53E-11	H	0.168215138	0.12939626	7.400613686	8.52E-12	1.36E-04	0.0011	91.0168	0.001053435
L2	P09	9	Night	6.55E-07	1.94694497	33604	279	0.430149251	L2_P09_9	2.17	2.17E-06	3.48E-05	1.74E-11	H	0.168215138	0.12939626	7.347562691	4.82E-12	7.70E-05	0.0006	51.4453	0.000595432
L3	P09	18	Night	6.73E-07	1.963813867	38398	280	0.371441836	L3_P09_18	2.16	2.16E-06	3.46E-05	1.51E-11	H	0.168215138	0.12939626	7.321321396	4.93E-12	7.88E-05	0.0006	52.6492	0.000609366
L3	P09	5	Day	4.85E-07	1.977636996	33600	303	0.354559472	L3_P09_5	2	2.00E-06	3.21E-05	1.60E-11	H	0.168215138	0.12939626	6.765577528	3.28E-12	5.25E-05	0.0004	35.0238	0.000405368
L2	P09	5	Night	4.54E-07	1.961046395	33604	281	0.340551722	L2_P09_5	2.16	2.16E-06	3.46E-05	1.73E-11	H	0.168215138	0.12939626	7.295266872	3.31E-12	5.30E-05	0.0004	35.4014	0.000409739
L3	P09	11	Day	-1.06E-06	2.008125268	28797	299	0.31916386	L3_P09_11	2.03	2.03E-06	3.26E-05	1.90E-11	H	0.168215138	0.12939626	6.856086926	-7.30E-12	-1.17E-04	-0.0009	-77.9880	-0.000902639
L2	P09	2	Day	-5.78E-07	1.967350091	33595	307	0.287540359	L2_P09_2	1.97	1.97E-06	3.16E-05	1.58E-11	H	0.168215138	0.12939626	6.677426681	-3.86E-12	-6.18E-05	-0.0005	-41.2321	-0.000477224
L3	P09	19	Day	-4.39E-07	1.96471611	33600	288	0.275327509	L3_P09_19	2.1	2.10E-06	3.37E-05	1.68E-11	H	0.168215138	0.12939626	7.117951357	-3.13E-12	-5.00E-05	-0.0004	-33.4116	-0.000386709
L1	P09	4	Day	-3.30E-06	2.019866975	24007	300	0.259308566	L1_P09_4	2.02	2.02E-06	3.24E-05	2.26E-11	H	0.168215138	0.12939626	6.833233303	-2.25E-11	-3.61E-04	-0.0028	-240.8580	-0.002787709
L1	P09	2	Day	2.76E-06	1.935497042	24007	297	0.225477469	L1_P09_2	2.04	2.04E-06	3.27E-05	2.28E-11	H	0.168215138	0.12939626	6.902255862	1.91E-11	3.05E-04	0.0024	203.6637	0.002357219
L2	P09	4	Day	-6.49E-07	1.96334792	33592	306	0.216542915	L2_P09_4	1.98	1.98E-06	3.18E-05	1.58E-11	H	0.168215138	0.12939626	6.699248336	-4.35E-12	-6.96E-05	-0.0005	-46.4600	-0.000537732
L3	P09	16	Night	-4.62E-07	1.985642179	38395	283	0.203149064	L3_P09_16	2.14	2.14E-06	3.43E-05	1.50E-11	H	0.168215138	0.12939626	7.243710215	-3.35E-12	-5.35E-05	-0.0004	-35.7375	-0.000413629
L2	P09	0	Day	-4.80E-06	2.096124921	33600	305	0.187851485	L2_P09_0	1.99	1.99E-06	3.19E-05	1.59E-11	H	0.168215138	0.12939626	6.721213085	-3.23E-11	-5.16E-04	-0.0040	-344.6870	-0.003989432
L3	P09	13	Day	7.84E-07	1.991521759	23998	287	0.180611954	L3_P09_13	2.11	2.11E-06	3.38E-05	2.36E-11	H	0.168215138	0.12939626	7.142752582	5.60E-12	8.96E-05	0.0007	59.8424	0.000692621
L2	P09	3	Night	5.58E-07	1.956233321	33607	279	0.117038312	L2_P09_3	2.17	2.17E-06	3.48E-05	1.74E-11	H	0.168215138	0.12939626	7.347562691	4.10E-12	6.56E-05	0.0005	43.8177	0.000507149
L2	P09	1	Night	4.98E-07	1.960814202	33602	280	0.114530551	L2_P09_1	2.16	2.16E-06	3.46E-05	1.73E-11	H	0.168215138	0.12939626	7.321321396	3.64E-12	5.83E-05	0.0005	38.9372	0.000450662
L3	P09	15	Day	3.06E-07	1.964365588	28799	293	0.108130311	L3_P09_15	2.07	2.07E-06	3.32E-05	1.93E-11	H	0.168215138	0.12939626	6.996484611	2.14E-12	3.43E-05	0.0003	22.8709	0.00026471
L3	P09	12	Night	4.60E-07	1.99559464	38397	283	0.081149784	L3_P09_12	2.14	2.14E-06	3.43E-05	1.50E-11	H	0.168215138	0.12939626	7.243710215	3.33E-12	5.33E-05	0.0004	35.6036	0.000412078
L1	P09	6	Day	-1.37E-06	2.048969894	24003	297	0.057020061	L1_P09_6	2.04	2.04E-06	3.27E-05	2.28E-11	H	0.168215138	0.12939626	6.902255862	-9.46E-12	-1.51E-04	-0.0012	-101.0263	-0.001169286
L3	P09	3	Day	-2.78E-07	1.96406417	24001	289	0.042326197	L3_P09_3	2.1	2.10E-06	3.37E-05	2.35E-11	H	0.168215138	0.12939626	7.093321768	-1.97E-12	-3.15E-05	-0.0002	-21.0647	-0.000243805
L3	P09	25	Day	-1.56E-07	2.002938374	9594	302	0.034996979	L3_P09_25	2.01	2.01E-06	3.22E-05	5.63E-11	H	0.168215138	0.12939626	6.787980102	-1.06E-12	-1.70E-05	-0.0001	-11.3279	-0.00013111
L3	P09	21	Day	-2.33E-07	1.97260871	33603	301	0.026666343	L3_P09_21	2.01	2.01E-06	3.22E-05	1.61E-11	H	0.168215138	0.12939626	6.810531531	-1.58E-12	-2.53E-05	-0.0002	-16.9212	-0.000195847
L1	P09	8	Day	1.92E-07	1.990338401	24002	298	0.001117472	L1_P09_8	2.03	2.03E-06	3.26E-05	2.27E-11	H	0.168215138	0.12939626	6.879093929	1.32E-12	2.12E-05	0.0002	14.1332	0.000163579
L3	P09	17	Day	-3.19E-08	1.959160722	33594	292	0.000948387	L3_P09_17	2.08	2.08E-06	3.34E-05	1.66E-11	H	0.168215138	0.12939626	7.020445174	-2.24E-13	-3.59E-06	0.0000	-2.3943	-2.77114E-05
L1	P10	7	Night	-7.18E-07	1.952020993	4798	279	1	L1_P10_7	2.17	2.17E-06	3.48E-05	1.22E-10	H	0.168215138	0.12939626	7.347562691	-5.27E-12	-8.44E-05	-0.0007	-56.3437	-0.000652126
L1	P10	11	Night	-3.26E-06	2.003976056	4800	276	1	L1_P10_11	2.2	2.20E-06	3.53E-05	1.23E-10	H	0.168215138	0.12939626	7.427427503	-2.42E-11	-3.87E-04	-0.0030	-258.3234	-0.002989855
L3	P10	7	Day	1.19E-07	2.000171409	9598	286	1	L3_P10_7	2.12	2.12E-06	3.40E-05	5.94E-11	H	0.168215138	0.12939626	7.167727241	8.51E-13	1.36E-05	0.0001	9.0895	0.000105202
L3	P10	25	Day	-3.74E-06	2.021588075	9604	303	0.959746206	L3_P10_25	2	2.00E-06	3.21E-05	5.60E-11	H	0.168215138	0.12939626	6.765577528	-2.53E-11	-4.05E-04	-0.0031	-270.6377	-0.00313238
L3	P10	0	Night	2.61E-06	2.05909613	38404	283	0.917275039	L3_P10_0	2.14	2.14E-06	3.43E-05	1.50E-11	H	0.168215138	0.12939626	7.243710215	1.89E-11	3.02E-04	0.0023	201.6997	0.002334487
L1	P10	9	Night	1.32E-06	1.912629507	28804	271	0.880901621	L1_P10_9	2.24	2.24E-06	3.59E-05	2.09E-11	H	0.168215138	0.12939626	7.564464911	1.00E-11	1.60E-04	0.0012	106.9762	0.00123815
L3	P10	24	Night	1.63E-06	1.960631757	33598	278	0.879245662	L3_P10_24	2.18	2.18E-06	3.50E-05	1.74E-11	H	0.168215138	0.12939626	7.373992773	1.20E-11	1.92E-04	0.0015	128.3137	0.001485112
L3	P10	13	Day	-1.17E-06	2.003125057	14401	287	0.853362739	L3_P10_13	2.11	2.11E-06	3.38E-05	3.94E-11	H	0.168215138	0.12939626	7.142752582	-8.36E-12	-1.34E-04	-0.0010	-89.2958	-0.001033516
L3	P10	1	Day	-5.64E-06	2.083292969	23998	298	0.852650258	L3_P10_1	2.03	2.03E-06	3.26E-05	2.27E-11	H	0.168215138	0.12939626	6.879093929	-3.88E-11	-6.20E-04	-0.0048	-414.1754	-0.004793696
L2	P10	7	Night	1.15E-06	1.95588996	33604	282	0.801039525	L2_P10_7	2.15	2.15E-06	3.45E-05	1.72E-11	H	0.168215138	0.12939626	7.269397131	8.40E-12	1.34E-04	0.0010	89.6897	0.001038076
L3	P10	22	Night	9.27E-07	1.960792458	33599	277	0.796443466	L3_P10_22	2.19	2.19E-06	3.51E-05	1.75E-11	H	0.168215138	0.12939626	7.400613686	6.86E-12	1.10E-04	0.0008	73.2784	0.000848129
L2	P10	4	Day	-2.38E-06	1.943522659	33594	305	0.769683262	L2_P10_4	1.99	1.99E-06	3.19E-05	1.59E-11	H	0.168215138	0.12939626	6.721213085	-1.60E-11	-2.55E-04	-0.0020	-170.5533	-0.001973997
L3	P10	8	Night	-9.94E-07	2.011665922	38403	284	0.737792641	L3_P10_8	2.13	2.13E-06	3.42E-05	1.49E-11	H	0.168215138	0.12939626	7.218204193	-7.17E-12	-1.15E-04	-0.0009	-76.6287	-0.000886907
L2	P10	8	Day	-1.96E-06	1.962588303	33597	305	0.726894008	L2_P10_8	1.99	1.99E-06	3.19E-05	1.59E-11	H	0.168215138	0.12939626	6.721213085	-1.32E-11	-2.10E-04	-0.0016	-140.4976	-0.00162613
L2	P10	6	Day	-3.10E-06	1.947402993	33599	309	0.708503902	L2_P10_6	1.96	1.96E-06	3.14E-05	1.57E-11	H	0.168215138	0.12939626	6.63420709	-2.06E-11	-3.29E-04	-0.0025	-219.8550	-0.002544618
L2	P10	2	Day	-1.76E-06	1.92878375	33605	306	0.666381687	L2_P10_2	1.98	1.98E-06	3.18E-05	1.58E-11	H	0.168215138	0.12939626	6.699248336	-1.18E-11	-1.88E-04	-0.0015	-125.7823	-0.001455814
L3	P10	10	Night	1.22E-06	1.96094775	38398	275	0.660148733	L3_P10_10	2.2	2.20E-06	3.53E-05	1.54E-11	H	0.168215138	0.12939626	7.454436331	9.09E-12	1.45E-04	0.0011	97.0877	0.0011237
L3	P10	4	Night	8.15E-07	1.967643048	38402	277	0.564871023	L3_P10_4	2.19	2.19E-06	3.51E-05	1.53E-11	H	0.168215138	0.12939626	7.400613686	6.03E-12	9.65E-05	0.0007	64.4098	0.000745484
L3	P10	19	Day	-6.51E-07	1.967446856	33601	289	0.513017945	L3_P10_19	2.1	2.10E-06	3.37E-05	1.68E-11	H	0.168215138	0.12939626	7.093321768	-4.62E-12	-7.39E-05	-0.0006	-49.3567	-0.000571258
L3	P10	18	Night	1.27E-06	1.948876342	33606	280	0.493036553	L3_P10_18	2.16	2.16E-06	3.46E-05	1.73E-11	H	0.168215138	0.12939626	7.321321396	9.28E-12	1.48E-04	0.0011	99.1253	0.001147284
L3	P10	2	Night	-7.63E-07	1.967874391	38401	284	0.455866428	L3_P10_2	2.13	2.13E-06	3.42E-05	1.49E-11	H	0.168215138	0.12939626	7.218204193	-5.51E-12	-8.82E-05	-0.0007	-58.8672	-0.000681334
L3	P10	23	Day	-5.66E-07	1.989643133	33601	305	0.400898459	L3_P10_23	1.99	1.99E-06	3.19E-05	1.59E-11	H	0.168215138	0.12939626	6.721213085	-3.80E-12	-6.09E-05	-0.0005	-40.6317	-0.000470275
L1	P10	10	Day	-3.39E-06	2.046625464	24001	298	0.391693932	L1_P10_10	2.03	2.03E-06	3.26E-05	2.27E-11	H	0.168215138	0.12939626	6.879093929	-2.33E-11	-3.73E-04	-0.0029	-249.3327	-0.002885795
L1	P10	0	Day	-2.01E-06	1.99794706	27983	286	0.332357884	L1_P10_0	2.12	2.12E-06	3.40E-05	2.04E-11	H	0.168215138	0.12939626	7.167727241	-1.44E-11	-2.31E-04	-0.0018	-154.2223	-0.001784981
L2	P10	9	Night	8.96E-07	1.941907404	33596	279	0.331647788	L2_P10_9	2.17	2.17E-06	3.48E-05	1.74E-11	H	0.168215138	0.12939626	7.347562691	6.58E-12	1.05E-04	0.0008	70.3375	0.000814092
L2	P10	0	Day	-6.88E-06	2.071057172	33600	305	0.306907912	L2_P10_0	1.99	1.99E-06	3.19E-05	1.59E-11	H	0.168215138	0.12939626	6.721213085	-4.63E-11	-7.40E-04	-0.0057	-494.1619	-0.005719466
L3	P10	21	Day	3.51E-07	1.959898796	33602	302	0.300360324	L3_P10_21	2.01	2.01E-06	3.22E-05	1.61E-11	H	0.168215138	0.12939626	6.787980102	2.38E-12	3.81E-05	0.0003	25.4436	0.000294486
L3	P10	9	Day	-7.30E-07	1.982286495	28801	298	0.289278369	L3_P10_9	2.03	2.03E-06	3.26E-05	1.89E-11	H	0.168215138	0.12939626	6.879093929	-5.02E-12	-8.04E-05	-0.0006	-53.6671	-0.000621146
L3	P10	14	Night	3.83E-07	1.980368303	38403	281	0.228570615	L3_P10_14	2.16	2.16E-06	3.46E-05	1.51E-11	H	0.168215138	0.12939626	7.295266872	2.79E-12	4.47E-05	0.0003	29.8562	0.000345557
L3	P10	6	Night	2.49E-07	1.982067942	38399	278	0.140689261	L3_P10_6	2.18	2.18E-06	3.50E-05	1.53E-11	H	0.168215138	0.12939626	7.373992773	1.84E-12	2.94E-05	0.0002	19.6267	0.000227161
L1	P10	6	Day	-3.15E-06	2.073394641	24002	296	0.137449922	L1_P10_6	2.05	2.05E-06	3.29E-05	2.30E-11	H	0.168215138	0.12939626	6.925574294	-2.18E-11	-3.50E-04	-0.0027	-233.3776	-0.00270113
L3	P10	5	Day	3.77E-07	1.967552808	33602	301	0.132931293	L3_P10_5	2.01	2.01E-06	3.22E-05	1.61E-11	H	0.168215138	0.12939626	6.810531531	2.57E-12	4.11E-05	0.0003	27.4185	0.000317343
L1	P10	1	Night	-1.98E-07	1.915799852	38403	275	0.131375133	L1_P10_1	2.2	2.20E-06	3.53E-05	1.54E-11	H	0.168215138	0.12939626	7.454436331	-1.48E-12	-2.36E-05	-0.0002	-15.7840	-0.000182685
L3	P10	15	Day	3.08E-07	1.957923803	28799	296	0.120915162	L3_P10_15	2.05	2.05E-06	3.29E-05	1.91E-11	H	0.168215138	0.12939626	6.925574294	2.13E-12	3.41E-05	0.0003	22.7557	0.000263377
L3	P10	20	Night	3.29E-07	1.967268346	33604	280	0.11550166	L3_P10_20	2.16	2.16E-06	3.46E-05	1.73E-11	H	0.168215138	0.12939626	7.321321396	2.41E-12	3.85E-05	0.0003	25.7111	0.000297582
L1	P10	4	Day	-2.03E-06	2.014397813	23996	299	0.106206163	L1_P10_4	2.03	2.03E-06	3.26E-05	2.27E-11	H	0.168215138	0.12939626	6.856086926	-1.39E-11	-2.23E-04	-0.0017	-148.6150	-0.001720081
L3	P10	3	Day	-3.37E-07	1.965010771	23993	289	0.093466124	L3_P10_3	2.1	2.10E-06	3.37E-05	2.35E-11	H	0.168215138	0.12939626	7.093321768	-2.39E-12	-3.82E-05	-0.0003	-25.5012	-0.000295153
L1	P10	5	Night	3.29E-07	1.940419671	33603	270	0.079315466	L1_P10_5	2.24	2.24E-06	3.59E-05	1.79E-11	H	0.168215138	0.12939626	7.592481448	2.50E-12	4.00E-05	0.0003	26.7178	0.000309234
L2	P10	3	Night	3.20E-07	1.963940847	33605	279	0.062779122	L2_P10_3	2.17	2.17E-06	3.48E-05	1.74E-11	H	0.168215138	0.12939626	7.347562691	2.35E-12	3.76E-05	0.0003	25.1387	0.000290957
L1	P10	13	Night	-2.87E-07	1.972409108	23998	271	0.058480715	L1_P10_13	2.24	2.24E-06	3.59E-05	2.51E-11	H	0.168215138	0.12939626	7.564464911	-2.17E-12	-3.48E-05	-0.0003	-23.2065	-0.000268594
L3	P10	16	Night	-2.21E-07	1.97535492	38395	283	0.056120821	L3_P10_16	2.14	2.14E-06	3.43E-05	1.50E-11	H	0.168215138	0.12939626	7.243710215	-1.60E-12	-2.56E-05	-0.0002	-17.1102	-0.000198035
L3	P10	17	Day	-1.42E-07	1.964177398	33605	292	0.016583727	L3_P10_17	2.08	2.08E-06	3.34E-05	1.66E-11	H	0.168215138	0.12939626	7.020445174	-1.00E-12	-1.60E-05	-0.0001	-10.6876	-0.000123699
L3	P10	12	Night	1.58E-07	1.995550194	38403	283	0.013490027	L3_P10_12	2.14	2.14E-06	3.43E-05	1.50E-11	H	0.168215138	0.12939626	7.243710215	1.15E-12	1.84E-05	0.0001	12.2594	0.000141891
L2	P10	1	Night	1.32E-07	1.964027729	33602	280	0.0126828	L2_P10_1	2.16	2.16E-06	3.46E-05	1.73E-11	H	0.168215138	0.12939626	7.321321396	9.64E-13	1.54E-05	0.0001	10.2975	0.000119184
L3	P10	11	Day	-1.84E-07	1.997188718	28796	298	0.010711981	L3_P10_11	2.03	2.03E-06	3.26E-05	1.90E-11	H	0.168215138	0.12939626	6.879093929	-1.26E-12	-2.02E-05	-0.0002	-13.5115	-0.000156383
L1	P10	3	Night	-3.96E-08	1.935706856	38402	271	0.005007004	L1_P10_3	2.24	2.24E-06	3.59E-05	1.57E-11	H	0.168215138	0.12939626	7.564464911	-2.99E-13	-4.79E-06	0.0000	-3.1990	-3.70257E-05
L1	P10	2	Day	2.81E-07	1.978389783	23996	297	0.003861708	L1_P10_2	2.04	2.04E-06	3.27E-05	2.29E-11	H	0.168215138	0.12939626	6.902255862	1.94E-12	3.11E-05	0.0002	20.7461	0.000240117
L2	P10	5	Night	4.51E-08	1.972202622	33603	281	0.002676359	L2_P10_5	2.16	2.16E-06	3.46E-05	1.73E-11	H	0.168215138	0.12939626	7.295266872	3.29E-13	5.27E-06	0.0000	3.5171	4.07073E-05
